,AÑO,VUELTA,CANTON_CODIGO,VOTOS_NULOS_M,VOTOS_NULOS_F,VOTOS_BLANCOS_M,VOTOS_BLANCOS_F,VC_BORJA_M,VC_VELAZQUEZ_M,VC_VARGAS_M,VC_HURTADO_M,VC_ROLDOS_M,VC_NOBOA_M,VC_NEIRA_M,VC_ALARCON_M,VC_JUEZ_M,VC_BUCARAM_M,VC_GUTIERREZ_M,VC_BORJA_F,VC_VELAZQUEZ_F,VC_VARGAS_F,VC_HURTADO_F,VC_ROLDOS_F,VC_NOBOA_F,VC_NEIRA_F,VC_ALARCON_F,VC_JUEZ_F,VC_BUCARAM_F,VC_GUTIERREZ_F,ELECTORES_M,ELECTORAS_F,VOTOS VALIDOS,VOTOS_INVALIDOS,CANTON_NOMBRE,PROVINCIA_NOMBRE
174,2002,1,810,11.0,24.0,21.0,20.0,41.0,0.0,1.0,3.0,27.0,100.0,113.0,1.0,2.0,83.0,11.0,44.0,0.0,0.0,4.0,21.0,82.0,89.0,0.0,1.0,52.0,5.0,528.0,435.0,680.0,76.0,ISABELA,GALAPAGOS
175,2002,1,815,145.0,173.0,200.0,153.0,187.0,13.0,12.0,7.0,126.0,152.0,183.0,6.0,13.0,198.0,428.0,151.0,7.0,5.0,7.0,173.0,149.0,154.0,23.0,7.0,141.0,320.0,3108.0,2716.0,2462.0,671.0,CHAGUARPAMBA,LOJA
176,2002,1,820,1530.0,2197.0,655.0,591.0,775.0,760.0,112.0,68.0,2800.0,5732.0,5302.0,80.0,269.0,3072.0,2614.0,812.0,601.0,92.0,83.0,3413.0,5741.0,6161.0,63.0,505.0,3367.0,1956.0,34160.0,35782.0,44378.0,4973.0,DURAN,GUAYAS
177,2002,1,825,759.0,804.0,495.0,489.0,365.0,54.0,46.0,17.0,480.0,504.0,178.0,32.0,37.0,1675.0,2482.0,368.0,53.0,39.0,30.0,544.0,454.0,201.0,28.0,111.0,1417.0,2017.0,10386.0,9622.0,11132.0,2547.0,LA MANA,COTOPAXI
178,2002,1,830,197.0,253.0,223.0,342.0,135.0,12.0,33.0,15.0,78.0,181.0,130.0,11.0,11.0,127.0,1366.0,164.0,22.0,31.0,12.0,70.0,118.0,112.0,19.0,26.0,73.0,1149.0,4053.0,3801.0,3895.0,1015.0,PALLATANGA,CHIMBORAZO
179,2002,1,835,455.0,469.0,469.0,382.0,335.0,34.0,9.0,8.0,312.0,1002.0,551.0,15.0,21.0,1314.0,326.0,302.0,28.0,3.0,5.0,455.0,913.0,658.0,8.0,31.0,1036.0,220.0,7076.0,6170.0,7586.0,1775.0,A.BAQUERIZO MORENO,GUAYAS
180,2002,1,840,688.0,922.0,798.0,606.0,421.0,100.0,10.0,12.0,394.0,981.0,1305.0,39.0,31.0,2422.0,302.0,274.0,76.0,6.0,13.0,511.0,785.0,1126.0,20.0,64.0,1622.0,182.0,15240.0,12761.0,10696.0,3014.0,PICHINCHA,MANABI
181,2002,1,845,158.0,206.0,58.0,49.0,203.0,95.0,8.0,11.0,160.0,345.0,78.0,22.0,17.0,136.0,838.0,228.0,77.0,7.0,10.0,193.0,359.0,67.0,14.0,50.0,149.0,652.0,2897.0,2833.0,3719.0,471.0,CEVALLOS,TUNGURAHUA
182,2002,1,850,188.0,231.0,40.0,79.0,170.0,52.0,11.0,13.0,121.0,320.0,80.0,18.0,18.0,113.0,831.0,175.0,67.0,12.0,13.0,152.0,302.0,82.0,17.0,35.0,62.0,758.0,2727.0,2763.0,3422.0,538.0,MOCHA,TUNGURAHUA
183,2002,1,855,43.0,88.0,47.0,104.0,228.0,11.0,0.0,3.0,27.0,129.0,106.0,3.0,8.0,32.0,122.0,342.0,19.0,3.0,2.0,33.0,195.0,121.0,2.0,23.0,48.0,126.0,1640.0,1755.0,1583.0,282.0,SAN FERNANDO,AZUAY
184,2002,1,860,84.0,112.0,78.0,69.0,140.0,5.0,3.0,6.0,116.0,66.0,91.0,7.0,4.0,128.0,307.0,117.0,2.0,5.0,7.0,155.0,68.0,56.0,5.0,8.0,126.0,248.0,2150.0,1942.0,1670.0,343.0,MARCABELI,EL ORO
185,2002,1,865,107.0,134.0,110.0,108.0,93.0,4.0,13.0,7.0,48.0,249.0,84.0,4.0,5.0,166.0,567.0,72.0,4.0,8.0,7.0,44.0,186.0,69.0,5.0,15.0,113.0,416.0,2088.0,1615.0,2179.0,459.0,GONZALO PIZARRO,SUCUMBIOS
186,2002,1,870,808.0,940.0,977.0,756.0,200.0,53.0,18.0,24.0,572.0,1406.0,1169.0,39.0,48.0,2209.0,1027.0,169.0,46.0,36.0,7.0,686.0,1447.0,1358.0,33.0,83.0,1720.0,616.0,11877.0,10435.0,12966.0,3481.0,SANTA LUCIA,GUAYAS
187,2002,1,875,113.0,129.0,76.0,79.0,92.0,14.0,8.0,12.0,259.0,128.0,61.0,6.0,9.0,208.0,388.0,84.0,6.0,1.0,14.0,341.0,122.0,51.0,0.0,33.0,180.0,313.0,2291.0,2033.0,2330.0,397.0,BALSAS,EL ORO
188,2002,1,880,32.0,53.0,33.0,45.0,26.0,1.0,56.0,2.0,56.0,74.0,17.0,5.0,2.0,20.0,507.0,31.0,2.0,58.0,5.0,46.0,39.0,25.0,6.0,4.0,21.0,376.0,1042.0,876.0,1379.0,163.0,SANTA CLARA,PASTAZA
189,2002,1,881,46.0,40.0,89.0,92.0,50.0,0.0,59.0,3.0,4.0,64.0,19.0,6.0,8.0,3.0,407.0,55.0,1.0,52.0,8.0,1.0,84.0,18.0,7.0,14.0,2.0,250.0,1241.0,1083.0,1115.0,267.0,ARAJUNO,PASTAZA
190,2002,1,885,291.0,384.0,370.0,569.0,553.0,28.0,12.0,13.0,111.0,168.0,62.0,16.0,17.0,127.0,1134.0,523.0,24.0,23.0,15.0,202.0,180.0,92.0,55.0,32.0,107.0,950.0,4830.0,4683.0,4444.0,1614.0,NABON,AZUAY
191,2002,1,890,207.0,227.0,120.0,99.0,96.0,125.0,6.0,14.0,394.0,455.0,298.0,5.0,28.0,536.0,929.0,89.0,99.0,6.0,6.0,451.0,434.0,267.0,3.0,62.0,439.0,504.0,4651.0,3993.0,5246.0,653.0,CRNL MARCELINO MARIDUENAS,GUAYAS
192,2002,1,895,174.0,186.0,163.0,123.0,343.0,9.0,19.0,8.0,213.0,287.0,107.0,10.0,10.0,101.0,529.0,325.0,5.0,2.0,7.0,214.0,219.0,64.0,14.0,20.0,67.0,351.0,3078.0,2542.0,2924.0,646.0,PEDRO VICENTE MALDONADO,PICHINCHA
193,2002,1,896,269.0,285.0,189.0,184.0,319.0,14.0,7.0,13.0,306.0,382.0,214.0,15.0,26.0,217.0,310.0,303.0,10.0,8.0,10.0,285.0,312.0,145.0,10.0,35.0,170.0,216.0,3424.0,2834.0,3327.0,927.0,PUERTO QUITO,PICHINCHA
194,2002,1,900,250.0,351.0,205.0,248.0,235.0,23.0,26.0,14.0,96.0,286.0,230.0,3.0,14.0,350.0,660.0,241.0,15.0,20.0,14.0,140.0,281.0,245.0,9.0,44.0,320.0,472.0,3778.0,3642.0,3738.0,1054.0,CUMANDA,CHIMBORAZO
195,2002,1,905,74.0,180.0,62.0,108.0,250.0,5.0,19.0,5.0,28.0,89.0,59.0,33.0,7.0,39.0,136.0,497.0,13.0,33.0,9.0,80.0,112.0,113.0,12.0,26.0,44.0,192.0,3571.0,4093.0,1801.0,424.0,DELEG,CANAR
196,2002,1,910,795.0,941.0,879.0,714.0,355.0,48.0,11.0,21.0,646.0,920.0,821.0,49.0,39.0,1263.0,550.0,224.0,23.0,17.0,23.0,767.0,760.0,666.0,32.0,36.0,1073.0,318.0,12287.0,10383.0,8662.0,3329.0,PEDERNALES,MANABI
197,2002,1,915,168.0,298.0,101.0,283.0,597.0,13.0,9.0,3.0,103.0,182.0,39.0,5.0,12.0,97.0,276.0,882.0,21.0,12.0,8.0,159.0,185.0,45.0,14.0,33.0,90.0,383.0,3600.0,3812.0,3168.0,850.0,CHORDELEG,AZUAY
198,2002,1,920,281.0,379.0,292.0,222.0,151.0,14.0,5.0,7.0,179.0,925.0,616.0,14.0,9.0,916.0,64.0,152.0,10.0,10.0,3.0,216.0,698.0,737.0,5.0,14.0,719.0,55.0,4316.0,3924.0,5519.0,1174.0,LOMAS DE SARGENTILLO,GUAYAS
199,2002,1,925,38.0,40.0,33.0,45.0,123.0,2.0,2.0,2.0,28.0,47.0,12.0,9.0,2.0,10.0,207.0,114.0,3.0,4.0,4.0,21.0,26.0,12.0,8.0,11.0,14.0,202.0,956.0,835.0,863.0,156.0,SAN JUAN BOSCO,MORONA SANTIAGO
200,2002,1,926,126.0,144.0,137.0,170.0,49.0,4.0,7.0,1.0,13.0,71.0,16.0,10.0,6.0,22.0,884.0,45.0,1.0,8.0,7.0,11.0,63.0,25.0,11.0,8.0,15.0,537.0,2979.0,2848.0,1814.0,577.0,TAISHA,MORONA SANTIAGO
201,2002,1,930,620.0,807.0,481.0,534.0,283.0,38.0,45.0,14.0,142.0,392.0,91.0,68.0,22.0,137.0,1375.0,260.0,29.0,52.0,19.0,155.0,303.0,91.0,69.0,37.0,104.0,1074.0,6396.0,6293.0,4800.0,2442.0,SIGCHOS,COTOPAXI
202,2002,1,935,249.0,310.0,155.0,192.0,214.0,6.0,281.0,10.0,20.0,256.0,34.0,11.0,2.0,164.0,1060.0,172.0,13.0,196.0,18.0,29.0,150.0,58.0,22.0,31.0,116.0,668.0,3389.0,2724.0,3531.0,906.0,LORETO,ORELLANA
203,2002,1,940,242.0,350.0,210.0,127.0,71.0,28.0,4.0,5.0,165.0,662.0,649.0,4.0,14.0,1058.0,182.0,67.0,22.0,5.0,4.0,287.0,557.0,812.0,4.0,31.0,902.0,131.0,4553.0,4187.0,5664.0,929.0,NOBOL-PIEDRAHITA,GUAYAS
204,2002,1,945,978.0,1172.0,659.0,529.0,356.0,91.0,33.0,107.0,818.0,923.0,754.0,36.0,62.0,2750.0,1526.0,383.0,61.0,16.0,117.0,843.0,957.0,706.0,26.0,149.0,2487.0,1131.0,14367.0,13285.0,14332.0,3338.0,BUENA FE,LOS RIOS
205,2002,1,946,664.0,747.0,493.0,369.0,111.0,32.0,9.0,12.0,317.0,838.0,756.0,17.0,51.0,1336.0,1249.0,122.0,40.0,9.0,15.0,305.0,783.0,789.0,14.0,103.0,1117.0,762.0,9533.0,8339.0,8787.0,2273.0,MOCACHE,LOS RIOS
206,2002,1,950,106.0,112.0,140.0,159.0,60.0,3.0,5.0,1.0,21.0,202.0,76.0,25.0,4.0,162.0,470.0,60.0,4.0,0.0,3.0,28.0,168.0,64.0,30.0,15.0,146.0,326.0,1977.0,1736.0,1873.0,517.0,LAS NAVES,BOLIVAR
207,2002,1,955,109.0,121.0,89.0,100.0,437.0,17.0,6.0,4.0,62.0,165.0,72.0,3.0,8.0,105.0,219.0,561.0,18.0,2.0,7.0,90.0,131.0,43.0,4.0,20.0,80.0,201.0,2284.0,2123.0,2255.0,419.0,SEVILLA DE ORO,AZUAY
208,2002,1,960,61.0,74.0,53.0,65.0,186.0,9.0,0.0,2.0,87.0,85.0,42.0,1.0,1.0,26.0,67.0,252.0,5.0,1.0,3.0,98.0,76.0,54.0,3.0,7.0,18.0,52.0,1344.0,1267.0,1075.0,253.0,EL PAN,AZUAY
209,2002,1,965,973.0,1517.0,523.0,725.0,825.0,298.0,105.0,43.0,3971.0,5018.0,1963.0,31.0,157.0,2096.0,1133.0,860.0,237.0,72.0,49.0,4662.0,4584.0,2252.0,34.0,311.0,1890.0,771.0,21788.0,22116.0,31362.0,3738.0,LA LIBERTAD,GUAYAS
210,2002,1,970,244.0,270.0,460.0,371.0,118.0,146.0,3.0,14.0,220.0,339.0,163.0,28.0,12.0,867.0,214.0,72.0,97.0,29.0,12.0,213.0,278.0,128.0,17.0,22.0,677.0,91.0,4672.0,3911.0,3760.0,1345.0,OLMEDO/PUCA,MANABI
211,2002,1,975,364.0,552.0,267.0,296.0,159.0,54.0,9.0,11.0,448.0,1219.0,692.0,6.0,11.0,662.0,251.0,145.0,35.0,3.0,8.0,440.0,1068.0,666.0,10.0,36.0,452.0,165.0,5694.0,5068.0,6550.0,1479.0,PUERTO LOPEZ,MANABI
212,2002,1,980,63.0,117.0,156.0,128.0,37.0,3.0,8.0,7.0,158.0,177.0,65.0,4.0,13.0,160.0,514.0,35.0,1.0,2.0,10.0,196.0,155.0,78.0,3.0,17.0,152.0,471.0,2489.0,2270.0,2266.0,464.0,CENTINELA DEL CONDOR,ZAMORA CHINCHIPE
213,2002,1,985,153.0,143.0,100.0,107.0,164.0,27.0,7.0,10.0,108.0,330.0,355.0,7.0,36.0,270.0,367.0,169.0,11.0,4.0,4.0,127.0,276.0,370.0,7.0,45.0,213.0,279.0,3076.0,2789.0,3186.0,503.0,GRAL. A. ELIZALDE,GUAYAS
214,2002,1,986,175.0,242.0,262.0,185.0,43.0,4.0,4.0,1.0,106.0,466.0,428.0,4.0,8.0,448.0,95.0,30.0,5.0,1.0,3.0,156.0,407.0,426.0,2.0,20.0,307.0,54.0,2424.0,2156.0,3018.0,864.0,ISIDRO AYORA,GUAYAS
215,2002,1,990,62.0,100.0,44.0,42.0,224.0,8.0,4.0,3.0,44.0,74.0,29.0,3.0,3.0,27.0,107.0,279.0,4.0,2.0,4.0,50.0,93.0,34.0,1.0,4.0,38.0,131.0,1104.0,1192.0,1166.0,248.0,GUACHAPALA,AZUAY
216,2002,1,995,97.0,98.0,94.0,100.0,406.0,12.0,7.0,14.0,134.0,522.0,37.0,18.0,23.0,201.0,448.0,406.0,6.0,4.0,24.0,144.0,489.0,50.0,24.0,50.0,193.0,321.0,2603.0,2507.0,3533.0,389.0,SAN PEDRO DE HUACA,CARCHI
