,AÑO,VUELTA,CANTON_CODIGO,VOTOS_NULOS_M,VOTOS_NULOS_F,VOTOS_BLANCOS_M,VOTOS_BLANCOS_F,VC_NOBOA_M,VC_GUTIERREZ_M,VC_NOBOA_F,VC_GUTIERREZ_F,ELECTORES_M,ELECTORAS_F,VOTOS VALIDOS,VOTOS_INVALIDOS,CANTON_NOMBRE,PROVINCIA_NOMBRE
163,2002,2,760,249.0,279.0,12.0,14.0,1194.0,2161.0,1216.0,1721.0,4660.0,4301.0,6292.0,554.0,CALUMA,BOLIVAR
164,2002,2,765,154.0,290.0,10.0,24.0,353.0,1024.0,538.0,1228.0,3154.0,3203.0,3143.0,478.0,EL TAMBO,CANAR
165,2002,2,770,128.0,140.0,24.0,21.0,408.0,1473.0,394.0,1203.0,2917.0,2496.0,3478.0,313.0,SAN MIGUEL DE LOS BANCOS,PICHINCHA
166,2002,2,775,53.0,105.0,4.0,16.0,238.0,940.0,244.0,943.0,2222.0,2028.0,2365.0,178.0,EL PANGUI,ZAMORA CHINCHIPE
167,2002,2,780,63.0,99.0,8.0,15.0,128.0,465.0,163.0,664.0,1080.0,1430.0,1420.0,185.0,ONA,AZUAY
168,2002,2,785,537.0,647.0,63.0,35.0,2851.0,2211.0,2934.0,1588.0,8159.0,7071.0,9584.0,1282.0,ATACAMES,ESMERALDAS
169,2002,2,790,324.0,400.0,57.0,51.0,2146.0,1971.0,2243.0,1430.0,6048.0,5217.0,7790.0,832.0,SIMON BOLIVAR,GUAYAS
170,2002,2,795,41.0,82.0,1.0,6.0,51.0,744.0,61.0,657.0,1483.0,1418.0,1513.0,130.0,HUAMBOYA,MORONA SANTIAGO
171,2002,2,796,5.0,16.0,1.0,0.0,24.0,246.0,26.0,150.0,383.0,300.0,446.0,22.0,PABLO SEXTO,MORONA SANTIAGO
172,2002,2,800,83.0,97.0,11.0,7.0,612.0,611.0,574.0,510.0,2029.0,1804.0,2307.0,198.0,SAN CRISTOBAL,GALAPAGOS
173,2002,2,805,141.0,227.0,33.0,15.0,915.0,1116.0,845.0,846.0,3063.0,2539.0,3722.0,416.0,SANTA CRUZ,GALAPAGOS
174,2002,2,810,21.0,17.0,1.0,8.0,209.0,160.0,177.0,118.0,528.0,435.0,664.0,47.0,ISABELA,GALAPAGOS
175,2002,2,815,110.0,168.0,12.0,6.0,400.0,1400.0,389.0,1108.0,3108.0,2716.0,3297.0,296.0,CHAGUARPAMBA,LOJA
176,2002,2,820,2075.0,2886.0,184.0,138.0,15224.0,8539.0,16815.0,7658.0,34160.0,35782.0,48236.0,5283.0,DURAN,GUAYAS
177,2002,2,825,583.0,729.0,68.0,52.0,1467.0,5677.0,1461.0,5082.0,10386.0,9622.0,13687.0,1432.0,LA MANA,COTOPAXI
178,2002,2,830,195.0,305.0,21.0,27.0,425.0,2083.0,394.0,1964.0,4053.0,3801.0,4866.0,548.0,PALLATANGA,CHIMBORAZO
179,2002,2,835,419.0,472.0,93.0,69.0,2701.0,2133.0,2799.0,1466.0,7076.0,6170.0,9099.0,1053.0,A.BAQUERIZO MORENO,GUAYAS
180,2002,2,840,776.0,955.0,122.0,118.0,4384.0,4406.0,4517.0,2611.0,15240.0,12761.0,15918.0,1971.0,PICHINCHA,MANABI
181,2002,2,845,166.0,227.0,11.0,12.0,500.0,1599.0,592.0,1335.0,2897.0,2833.0,4026.0,416.0,CEVALLOS,TUNGURAHUA
182,2002,2,850,171.0,230.0,5.0,7.0,476.0,1418.0,505.0,1322.0,2727.0,2763.0,3721.0,413.0,MOCHA,TUNGURAHUA
183,2002,2,855,46.0,79.0,5.0,9.0,196.0,535.0,271.0,777.0,1640.0,1755.0,1779.0,139.0,SAN FERNANDO,AZUAY
184,2002,2,860,88.0,86.0,4.0,14.0,227.0,825.0,242.0,739.0,2150.0,1942.0,2033.0,192.0,MARCABELI,EL ORO
185,2002,2,865,87.0,79.0,5.0,5.0,309.0,1131.0,268.0,836.0,2088.0,1615.0,2544.0,176.0,GONZALO PIZARRO,SUCUMBIOS
186,2002,2,870,878.0,989.0,141.0,121.0,3947.0,4456.0,4495.0,2877.0,11877.0,10435.0,15775.0,2129.0,SANTA LUCIA,GUAYAS
187,2002,2,875,85.0,123.0,19.0,12.0,275.0,1144.0,289.0,1061.0,2291.0,2033.0,2769.0,239.0,BALSAS,EL ORO
188,2002,2,880,26.0,28.0,4.0,5.0,104.0,728.0,101.0,595.0,1042.0,876.0,1528.0,63.0,SANTA CLARA,PASTAZA
189,2002,2,881,30.0,44.0,2.0,2.0,65.0,651.0,102.0,482.0,1241.0,1083.0,1300.0,78.0,ARAJUNO,PASTAZA
190,2002,2,885,280.0,451.0,42.0,66.0,272.0,2699.0,368.0,2666.0,4830.0,4683.0,6005.0,839.0,NABON,AZUAY
191,2002,2,890,266.0,279.0,41.0,24.0,1044.0,2007.0,1090.0,1449.0,4651.0,3993.0,5590.0,610.0,CRNL MARCELINO MARIDUENAS,GUAYAS
192,2002,2,895,133.0,163.0,15.0,15.0,390.0,1595.0,328.0,1268.0,3078.0,2542.0,3581.0,326.0,PEDRO VICENTE MALDONADO,PICHINCHA
193,2002,2,896,233.0,240.0,24.0,25.0,685.0,1607.0,647.0,1257.0,3424.0,2834.0,4196.0,522.0,PUERTO QUITO,PICHINCHA
194,2002,2,900,206.0,307.0,22.0,36.0,539.0,1819.0,697.0,1600.0,3778.0,3642.0,4655.0,571.0,CUMANDA,CHIMBORAZO
195,2002,2,905,89.0,195.0,7.0,12.0,152.0,619.0,230.0,1047.0,3571.0,4093.0,2048.0,303.0,DELEG,CANAR
196,2002,2,910,695.0,774.0,73.0,183.0,4107.0,2718.0,4168.0,1738.0,12287.0,10383.0,12731.0,1725.0,PEDERNALES,MANABI
197,2002,2,915,204.0,337.0,22.0,66.0,269.0,1252.0,344.0,1825.0,3600.0,3812.0,3690.0,629.0,CHORDELEG,AZUAY
198,2002,2,920,214.0,326.0,40.0,63.0,2700.0,718.0,2582.0,465.0,4316.0,3924.0,6465.0,643.0,LOMAS DE SARGENTILLO,GUAYAS
199,2002,2,925,22.0,41.0,6.0,6.0,56.0,445.0,53.0,439.0,956.0,835.0,993.0,75.0,SAN JUAN BOSCO,MORONA SANTIAGO
200,2002,2,926,78.0,96.0,8.0,9.0,65.0,1232.0,35.0,912.0,2979.0,2848.0,2244.0,191.0,TAISHA,MORONA SANTIAGO
201,2002,2,930,602.0,897.0,50.0,66.0,667.0,3188.0,606.0,2691.0,6396.0,6293.0,7152.0,1615.0,SIGCHOS,COTOPAXI
202,2002,2,935,163.0,237.0,8.0,14.0,336.0,2067.0,344.0,1459.0,3389.0,2724.0,4206.0,422.0,LORETO,ORELLANA
203,2002,2,940,243.0,254.0,47.0,26.0,2470.0,855.0,2521.0,645.0,4553.0,4187.0,6491.0,570.0,NOBOL-PIEDRAHITA,GUAYAS
204,2002,2,945,955.0,1189.0,97.0,217.0,3549.0,6385.0,4094.0,4867.0,14367.0,13285.0,18895.0,2458.0,BUENA FE,LOS RIOS
205,2002,2,946,611.0,704.0,68.0,128.0,2454.0,3946.0,2591.0,2896.0,9533.0,8339.0,11887.0,1511.0,MOCACHE,LOS RIOS
206,2002,2,950,90.0,97.0,5.0,14.0,506.0,832.0,503.0,650.0,1977.0,1736.0,2491.0,206.0,LAS NAVES,BOLIVAR
207,2002,2,955,116.0,147.0,12.0,25.0,239.0,1008.0,254.0,1049.0,2284.0,2123.0,2550.0,300.0,SEVILLA DE ORO,AZUAY
208,2002,2,960,74.0,82.0,10.0,10.0,169.0,429.0,189.0,514.0,1344.0,1267.0,1301.0,176.0,EL PAN,AZUAY
209,2002,2,965,1055.0,1414.0,168.0,180.0,12644.0,4437.0,13692.0,3745.0,21788.0,22116.0,34518.0,2817.0,LA LIBERTAD,GUAYAS
210,2002,2,970,269.0,361.0,33.0,86.0,1488.0,1526.0,1381.0,875.0,4672.0,3911.0,5270.0,749.0,OLMEDO/PUCA,MANABI
211,2002,2,975,279.0,402.0,31.0,54.0,3103.0,1150.0,3019.0,710.0,5694.0,5068.0,7982.0,766.0,PUERTO LOPEZ,MANABI
212,2002,2,980,61.0,76.0,10.0,13.0,409.0,922.0,473.0,850.0,2489.0,2270.0,2654.0,160.0,CENTINELA DEL CONDOR,ZAMORA CHINCHIPE
213,2002,2,985,142.0,194.0,17.0,19.0,727.0,1225.0,676.0,1045.0,3076.0,2789.0,3673.0,372.0,GRAL. A. ELIZALDE,GUAYAS
214,2002,2,986,183.0,222.0,23.0,26.0,1312.0,630.0,1263.0,391.0,2424.0,2156.0,3596.0,454.0,ISIDRO AYORA,GUAYAS
215,2002,2,990,80.0,110.0,5.0,6.0,109.0,497.0,148.0,584.0,1104.0,1192.0,1338.0,201.0,GUACHAPALA,AZUAY
216,2002,2,995,153.0,229.0,13.0,8.0,851.0,1117.0,873.0,929.0,2603.0,2507.0,3770.0,403.0,SAN PEDRO DE HUACA,CARCHI
